roster_id,slot,player_id,name,position,team,injury_status,is_starter,keeper
7,,11563,Bo Nix,QB,DEN,,0,1
7,,11603,AJ Barner,TE,SEA,,0,0
7,,4035,Alvin Kamara,RB,NO,,0,0
7,,4037,Chris Godwin,WR,TB,,0,0
7,,4892,Baker Mayfield,QB,TB,,0,1
7,,4988,Nick Chubb,RB,HOU,,0,0
7,,6803,Brandon Aiyuk,WR,SF,PUP,0,0
7,,LV,Las Vegas,DEF,LV,,0,0
8,1,11566,Jayden Daniels,QB,WAS,,1,1
8,2,8138,James Cook,RB,BUF,,1,1
8,3,4098,Kareem Hunt,RB,KC,,1,0
8,4,9997,Zay Flowers,WR,BAL,,1,0
8,5,2133,Davante Adams,WR,LAR,,1,0
8,6,10236,Dalton Kincaid,TE,BUF,,1,0
8,7,9754,Quentin Johnston,WR,LAC,,1,0
8,8,6083,Matt Gay,K,WAS,,1,0
8,9,LAC,Los Angeles,DEF,LAC,,1,1
8,,11586,Blake Corum,RB,LAR,,0,0
8,,11647,Kimani Vidal,RB,LAC,,0,0
8,,4018,Joe Mixon,RB,HOU,PUP,0,1
8,,4066,Evan Engram,TE,DEN,,0,0
8,,421,Matthew Stafford,QB,LAR,,0,0
8,,4950,Christian Kirk,WR,HOU,,0,1
8,,7525,DeVonta Smith,WR,PHI,,0,0
8,,7594,Chuba Hubbard,RB,CAR,Questionable,0,1
9,1,6904,Jalen Hurts,QB,PHI,,1,0
9,2,7611,Rhamondre Stevenson,RB,NE,,1,0
9,3,7607,Michael Carter,RB,ARI,,1,0
9,4,8146,Garrett Wilson,WR,NYJ,,1,1
9,5,5859,A.J. Brown,WR,PHI,,1,0
9,6,8110,Jake Ferguson,TE,DAL,,1,1
9,7,12499,Elic Ayomanor,WR,TEN,,1,0
9,8,11786,Cam Little,K,JAX,,1,0
9,9,CLE,Cleveland,DEF,CLE,,1,0
9,,11560,Caleb Williams,QB,CHI,,0,0
9,,11571,Isaiah Davis,RB,NYJ,,0,0
9,,11589,Trey Benson,RB,ARI,IR,0,0
9,,12497,Tory Horton,WR,SEA,,0,0
9,,5012,Mark Andrews,TE,BAL,,0,0
9,,6790,D'Andre Swift,RB,CHI,,0,0
9,,8112,Drake London,WR,ATL,,0,1
9,,9508,Tyjae Spears,RB,TEN,,0,0
9,,DEN,Denver,DEF,DEN,,0,0
10,1,8183,Brock Purdy,QB,SF,Questionable,1,0
10,2,8143,Jerome Ford,RB,CLE,,1,0
10,3,5967,Tony Pollard,RB,TEN,,1,0
10,4,6794,Justin Jefferson,WR,MIN,,1,0
10,5,7547,Amon-Ra St. Brown,WR,DET,,1,1
10,6,7553,Kyle Pitts,TE,ATL,,1,1
10,7,8148,Jameson Williams,WR,DET,,1,1
10,8,11539,Jake Bates,K,DET,,1,0
10,9,IND,Indianapolis,DEF,IND,,1,0
10,,11575,Ray Davis,RB,BUF,,0,0
10,,11637,Keon Coleman,WR,BUF,,0,0
10,,4144,Jonnu Smith,TE,PIT,,0,0
10,,4199,Aaron Jones,RB,MIN,IR,0,0
10,,5872,Deebo Samuel,WR,WAS,,0,0
10,,96,Aaron Rodgers,QB,PIT,,0,0
10,,9756,Jordan Addison,WR,MIN,,0,0
11,1,6797,Justin Herbert,QB,LAC,,1,1
11,2,4034,Christian McCaffrey,RB,SF,,1,0
11,3,6813,Jonathan Taylor,RB,IND,,1,1
11,4,5045,Courtland Sutton,WR,DEN,,1,1
11,5,12501,Matthew Golden,WR,GB,,1,0
11,6,4033,David Njoku,TE,CLE,,1,0
11,7,6806,J.K. Dobbins,RB,DEN,,1,1
11,8,4227,Harrison Butker,K,KC,,1,0
11,9,GB,Green Bay,DEF,GB,,1,0
11,,10222,Jayden Reed,WR,GB,IR,0,0
11,,10444,Cedric Tillman,WR,CLE,IR,0,0
11,,11627,Troy Franklin,WR,DEN,,0,0
11,,12498,Mason Taylor,TE,NYJ,,0,0
11,,7591,Justin Fields,QB,NYJ,,0,0
11,,8154,Brian Robinson,RB,SF,,0,0
11,,8408,Jordan Mason,RB,MIN,,0,0
11,,9500,Josh Downs,WR,IND,,0,1
11,,ARI,Arizona,DEF,ARI,,0,0
12,1,6804,Jordan Love,QB,GB,,1,1
12,2,8136,Rachaad White,RB,TB,,1,0
12,3,8155,Breece Hall,RB,NYJ,,1,1
12,4,5846,DK Metcalf,WR,PIT,,1,0
12,5,8134,Khalil Shakir,WR,BUF,,1,1
12,6,1466,Travis Kelce,TE,KC,,1,0
12,7,12481,Cam Skattebo,RB,NYG,,1,0
12,8,650,Nick Folk,K,NYJ,,1,0
12,9,JAX,Jacksonville,DEF,JAX,,1,0
12,,10213,Tre Tucker,WR,LV,,0,0
12,,11624,Xavier Worthy,WR,KC,,0,0
12,,2216,Mike Evans,WR,TB,Out,0,1
12,,3198,Derrick Henry,RB,BAL,,0,0
12,,4039,Cooper Kupp,WR,SEA,,0,0
12,,4217,George Kittle,TE,SF,IR,0,1
12,,5870,Daniel Jones,QB,IND,,0,0
12,,HOU,Houston,DEF,HOU,,0,0
